saúda!	6
é o meu dedo, sabes?	6
non puíden sacárllo swami.	4
oia, este menú	1, 4
é a pregunta máis rara que escoitei el é o meu mellor amigo, e seráo	7
un boleto para a tempada, que cres?	7
poderá seguir tocando a batería?	6
parte tres: á noitiña	1, 3
pénseo a solución está nas súas mans	1
ranah!	8
desgraciados veña	4
UN PAZO MOI COÑECIDO e o anel simpático?	1, 3
e amais é guapo - subo a aposta	5, 8
semella enmeigado cortas ou non?	6, 7
coido que nunca saíremos con vida do pazo coido que a raíña, terá algo que dicir ao respecto que di? perdón?	6
moi ben é un láser	7
unha fiestra	5
paso por aquí, moitas lúas ao templo non o animes, boa actuación paul	3
sabes que preciso a alguén, socorro!	4, 5
